user_id,ay,dolmus_km,otobus_km,metro_km,otomobil_km,ucak_km,aylik_co2_kg,sehir_kodu,arac_sahibi,lag_1_co2,lag_2_co2,lag_3_co2,lag_4_co2,target_next_month_co2
5,27,1139663,1578773,1010508,684308,8,218199.67,34,1,204805.78,207987.08,209125.1,220478.65,208578.03
5,28,1159123,1438141,1110046,610675,9,208578.03,34,1,218199.67,204805.78,207987.08,209125.1,212387.83
5,29,1154742,1445915,1001955,672169,9,212387.83,34,1,208578.03,218199.67,204805.78,207987.08,206343.57
5,30,1062653,1423399,1019322,678608,9,206343.57,34,1,212387.83,208578.03,218199.67,204805.78,
6,1,1209195,1716840,845537,335448,13,194305.31,34,1,,,,,186424.72
6,2,1189854,1573568,835118,330278,13,186424.72,34,1,194305.31,,,,186664.84
6,3,1215895,1576415,905969,299987,14,186664.84,34,1,186424.72,194305.31,,,200320.32
6,4,1334066,1733550,826628,308095,13,200320.32,34,1,186664.84,186424.72,194305.31,,200948.54
6,5,1311734,1716934,844522,335551,14,200948.54,34,1,200320.32,186664.84,186424.72,194305.31,187584.6
6,6,1187236,1571558,915674,331268,13,187584.6,34,1,200948.54,200320.32,186664.84,186424.72,186071.08
6,7,1213467,1544606,921644,307037,13,186071.08,34,1,187584.6,200948.54,200320.32,186664.84,189787.91
6,8,1186353,1723113,841204,299657,13,189787.91,34,1,186071.08,187584.6,200948.54,200320.32,192739.24
6,9,1305906,1553339,825483,328017,13,192739.24,34,1,189787.91,186071.08,187584.6,200948.54,191895.62
6,10,1304206,1551464,910142,305321,13,191895.62,34,1,192739.24,189787.91,186071.08,187584.6,200597.84
6,11,1314454,1721368,821608,331829,14,200597.84,34,1,191895.62,192739.24,189787.91,186071.08,186528.69
6,12,1192346,1568282,842511,330741,14,186528.69,34,1,200597.84,191895.62,192739.24,189787.91,187780.89
6,13,1210792,1578789,822635,330122,13,187780.89,34,1,186528.69,200597.84,191895.62,192739.24,191652.85
6,14,1302467,1552795,923827,300766,14,191652.85,34,1,187780.89,186528.69,200597.84,191895.62,192096.71
6,15,1307899,1553923,920248,301913,14,192096.71,34,1,191652.85,187780.89,186528.69,200597.84,194727.62
6,16,1324473,1554446,844281,332780,13,194727.62,34,1,192096.71,191652.85,187780.89,186528.69,201928.89
6,17,1326064,1701902,917552,329777,14,201928.89,34,1,194727.62,192096.71,191652.85,187780.89,200411.87
6,18,1331009,1707085,912205,307975,13,200411.87,34,1,201928.89,194727.62,192096.71,191652.85,194654.08
6,19,1191091,1737990,907681,331194,14,194654.08,34,1,200411.87,201928.89,194727.62,192096.71,194775.53
6,20,1219914,1724797,834381,331303,13,194775.53,34,1,194654.08,200411.87,201928.89,194727.62,184062.65
6,21,1185150,1554428,922496,300410,14,184062.65,34,1,194775.53,194654.08,200411.87,201928.89,194547.25
6,22,1211560,1691097,918392,335083,13,194547.25,34,1,184062.65,194775.53,194654.08,200411.87,194677.66
6,23,1196655,1733466,908945,329323,14,194677.66,34,1,194547.25,184062.65,194775.53,194654.08,185293.17
6,24,1208295,1580904,844222,299415,14,185293.17,34,1,194677.66,194547.25,184062.65,194775.53,199696.94
6,25,1318261,1720810,916517,302062,13,199696.94,34,1,185293.17,194677.66,194547.25,184062.65,195195.32
6,26,1302760,1578495,906240,331130,13,195195.32,34,1,199696.94,185293.17,194677.66,194547.25,189252.5
6,27,1191951,1700420,823526,303437,14,189252.5,34,1,195195.32,199696.94,185293.17,194677.66,199316.27
6,28,1319397,1696407,917468,308163,13,199316.27,34,1,189252.5,195195.32,199696.94,185293.17,185937.72
6,29,1212441,1554763,921530,301607,14,185937.72,34,1,199316.27,189252.5,195195.32,199696.94,189615.55
6,30,1185799,1715777,828041,303944,13,189615.55,34,1,185937.72,199316.27,189252.5,195195.32,
7,1,1467613,2267808,816499,324543,10,232627.53,34,1,,,,,225869.71
7,2,1443419,2067317,815822,360057,11,225869.71,34,1,232627.53,,,,227103.3
7,3,1426475,2090453,893920,360953,11,227103.3,34,1,225869.71,232627.53,,,243457.07
7,4,1602144,2252929,813931,355295,11,243457.07,34,1,227103.3,225869.71,232627.53,,231587.14
7,5,1435597,2260561,901618,323861,10,231587.14,34,1,243457.07,227103.3,225869.71,232627.53,234459.19
7,6,1456892,2251941,823919,358560,11,234459.19,34,1,231587.14,243457.07,227103.3,225869.71,235523.33
7,7,1571052,2091226,888547,351024,11,235523.33,34,1,234459.19,231587.14,243457.07,227103.3,233078.92
7,8,1451702,2244315,812375,352626,10,233078.92,34,1,235523.33,234459.19,231587.14,243457.07,240362.3
7,9,1572226,2286912,810822,327298,10,240362.3,34,1,233078.92,235523.33,234459.19,231587.14,228479.32
7,10,1469854,2062761,898476,357038,11,228479.32,34,1,240362.3,233078.92,235523.33,234459.19,224727.39
7,11,1467266,2069806,834351,325719,11,224727.39,34,1,228479.32,240362.3,233078.92,235523.33,224943.44
7,12,1429805,2048529,911028,350925,11,224943.44,34,1,224727.39,228479.32,240362.3,233078.92,244884.38
7,13,1607185,2244729,902988,355065,11,244884.38,34,1,224943.44,224727.39,228479.32,240362.3,233440.93
7,14,1566409,2053787,822277,360707,10,233440.93,34,1,244884.38,224943.44,224727.39,228479.32,237622.2
7,15,1461950,2301117,892689,354666,11,237622.2,34,1,233440.93,244884.38,224943.44,224727.39,231037.11
7,16,1429760,2284832,831559,323478,10,231037.11,34,1,237622.2,233440.93,244884.38,224943.44,234581.38
7,17,1437631,2261487,900566,355363,10,234581.38,34,1,231037.11,237622.2,233440.93,244884.38,223559.1
7,18,1431653,2099928,817685,327438,10,223559.1,34,1,234581.38,231037.11,237622.2,233440.93,232022.77
7,19,1448188,2241721,896784,329256,10,232022.77,34,1,223559.1,234581.38,231037.11,237622.2,239935.38
7,20,1580934,2264278,820115,325103,10,239935.38,34,1,232022.77,223559.1,234581.38,231037.11,243083.93
7,21,1598631,2241084,815714,358848,11,243083.93,34,1,239935.38,232022.77,223559.1,234581.38,226474.19
7,22,1470018,2073486,895817,330201,10,226474.19,34,1,243083.93,239935.38,232022.77,223559.1,236095.26
7,23,1584837,2078190,888464,353517,10,236095.26,34,1,226474.19,243083.93,239935.38,232022.77,233762.18
7,24,1605336,2045818,900165,325786,10,233762.18,34,1,236095.26,226474.19,243083.93,239935.38,236086.94
7,25,1587155,2097003,834648,352847,11,236086.94,34,1,233762.18,236095.26,226474.19,243083.93,235171.62
7,26,1459952,2262388,823396,359513,11,235171.62,34,1,236086.94,233762.18,236095.26,226474.19,227667.85
7,27,1456347,2076904,893289,352138,11,227667.85,34,1,235171.62,236086.94,233762.18,236095.26,232831.24
7,28,1595333,2044404,891336,324918,10,232831.24,34,1,227667.85,235171.62,236086.94,233762.18,224135.71
7,29,1429715,2106587,829243,330031,10,224135.71,34,1,232831.24,227667.85,235171.62,236086.94,227612.08
7,30,1454412,2087776,834799,358533,11,227612.08,34,1,224135.71,232831.24,227667.85,235171.62,
8,1,1484070,1687421,1043486,751180,40,251642.86,34,1,,,,,248213.57
8,2,1495366,1687580,1052340,703348,40,248213.57,34,1,251642.86,,,,239203.72
8,3,1505185,1535525,947460,685983,44,239203.72,34,1,248213.57,251642.86,,,247183.8
8,4,1506624,1530239,1044795,758142,44,247183.8,34,1,239203.72,248213.57,251642.86,,255680.13
8,5,1657801,1514112,958092,766975,44,255680.13,34,1,247183.8,239203.72,248213.57,251642.86,253936.7
8,6,1626195,1519741,1052203,750595,44,253936.7,34,1,255680.13,247183.8,239203.72,248213.57,247980.72
8,7,1626360,1511392,1043932,689816,41,247980.72,34,1,253936.7,255680.13,247183.8,239203.72,242448.59
8,8,1479149,1512459,946166,751610,40,242448.59,34,1,247980.72,253936.7,255680.13,247183.8,239802.81
8,9,1509578,1534398,946889,690095,44,239802.81,34,1,242448.59,247980.72,253936.7,255680.13,256016.8
8,10,1636761,1655074,1056741,702506,44,256016.8,34,1,239802.81,242448.59,247980.72,253936.7,246168.13
8,11,1512330,1536671,962325,754836,40,246168.13,34,1,256016.8,239802.81,242448.59,247980.72,263287.33
8,12,1645961,1668768,1063298,768973,41,263287.33,34,1,246168.13,256016.8,239802.81,242448.59,256030.03
8,13,1653722,1532369,957021,765519,44,256030.03,34,1,263287.33,246168.13,256016.8,239802.81,255614.26
8,14,1650448,1686829,947772,693348,45,255614.26,34,1,256030.03,263287.33,246168.13,256016.8,252554.92
8,15,1506507,1666852,967794,768498,41,252554.92,34,1,255614.26,256030.03,263287.33,246168.13,249844.32
8,16,1666645,1525055,964940,689589,43,249844.32,34,1,252554.92,255614.26,256030.03,263287.33,250391.5
8,17,1665550,1531731,960812,694100,44,250391.5,34,1,249844.32,252554.92,255614.26,256030.03,243845.45
8,18,1479373,1535912,963343,752930,44,243845.45,34,1,250391.5,249844.32,252554.92,255614.26,243357.32
8,19,1524806,1535018,1042108,700924,40,243357.32,34,1,243845.45,250391.5,249844.32,252554.92,239614.59
8,20,1498944,1514659,1047098,686539,40,239614.59,34,1,243357.32,243845.45,250391.5,249844.32,246848.69
8,21,1518304,1519413,952149,767942,41,246848.69,34,1,239614.59,243357.32,243845.45,250391.5,260440.34
8,22,1623414,1661837,1047034,759789,40,260440.34,34,1,246848.69,239614.59,243357.32,243845.45,246797.8
8,23,1487130,1673516,1054232,699738,44,246797.8,34,1,260440.34,246848.69,239614.59,243357.32,247001.1
8,24,1504524,1539719,962954,768150,44,247001.1,34,1,246797.8,260440.34,246848.69,239614.59,239733.0
8,25,1486329,1547165,1035617,683944,40,239733.0,34,1,247001.1,246797.8,260440.34,246848.69,251546.76
8,26,1648710,1537136,1052123,699863,44,251546.76,34,1,239733.0,247001.1,246797.8,260440.34,255543.6
8,27,1648913,1686757,949678,693355,44,255543.6,34,1,251546.76,239733.0,247001.1,246797.8,260782.36
8,28,1652947,1670597,959277,754286,44,260782.36,34,1,255543.6,251546.76,239733.0,247001.1,247148.38
8,29,1520498,1517613,1061312,750619,44,247148.38,34,1,260782.36,255543.6,251546.76,239733.0,257462.0
8,30,1659854,1526225,1055198,761941,44,257462.0,34,1,247148.38,260782.36,255543.6,251546.76,
9,1,1891359,1528083,787456,607898,25,254249.65,34,1,,,,,256305.01
9,2,2076499,1417870,786152,548948,23,256305.01,34,1,254249.65,,,,266497.73
9,3,2088201,1536405,721521,610394,23,266497.73,34,1,256305.01,254249.65,,,246996.62
9,4,1922395,1413830,795550,556652,25,246996.62,34,1,266497.73,256305.01,254249.65,,254883.36
9,5,2067319,1387011,787985,553750,25,254883.36,34,1,246996.62,266497.73,256305.01,254249.65,264635.37
9,6,2075584,1519614,717912,607253,23,264635.37,34,1,254883.36,246996.62,266497.73,256305.01,259253.67
9,7,2047667,1551520,714671,553445,23,259253.67,34,1,264635.37,254883.36,246996.62,266497.73,246726.37
9,8,1875574,1520272,724305,550955,25,246726.37,34,1,259253.67,264635.37,254883.36,246996.62,265565.11
9,9,2053483,1550000,788495,606493,25,265565.11,34,1,246726.37,259253.67,264635.37,254883.36,256355.23
9,10,2079363,1405725,785754,553146,25,256355.23,34,1,265565.11,246726.37,259253.67,264635.37,260431.18
9,11,2066838,1414714,780888,604067,23,260431.18,34,1,256355.23,265565.11,246726.37,259253.67,248606.95
9,12,1884141,1410779,774958,607171,25,248606.95,34,1,260431.18,256355.23,265565.11,246726.37,252785.59
9,13,1901810,1514696,706705,605078,25,252785.59,34,1,248606.95,260431.18,256355.23,265565.11,253703.46
9,14,2081406,1384536,708270,546223,23,253703.46,34,1,252785.59,248606.95,260431.18,256355.23,250213.05
9,15,1898880,1415019,783333,610897,23,250213.05,34,1,253703.46,252785.59,248606.95,260431.18,246325.99
9,16,1871008,1528197,707718,549150,23,246325.99,34,1,250213.05,253703.46,252785.59,248606.95,258793.69
9,17,2053075,1520529,782179,546517,23,258793.69,34,1,246325.99,250213.05,253703.46,252785.59,249750.07
9,18,1895962,1548169,794603,544083,25,249750.07,34,1,258793.69,246325.99,250213.05,253703.46,259357.49
9,19,2069650,1407250,723714,604020,25,259357.49,34,1,249750.07,258793.69,246325.99,250213.05,254361.55
9,20,1899873,1519506,778733,608588,23,254361.55,34,1,259357.49,249750.07,258793.69,246325.99,267931.42
