user_id,dolmus_km,otobus_km,metro_km,otomobil_km,ucak_km,haftalik_co2_kg,cluster
36,45.9975,61.790437499999996,64.24199999999999,25.753500000000003,0.0,17.9822034375,2
37,38.4045,65.7785,61.326499999999996,35.3545,0.0,19.2052955,2
38,41.442,49.1065,54.26950000000001,80.6995,0.0,26.530045,0
39,47.1345,44.144,52.46,94.95387500000001,0.0,29.4165275,0
40,37.509,54.98049999999999,55.098,86.324,0.0,27.7094375,0
41,38.763,60.973,46.951499999999996,83.6985,0.0,27.597756500000003,0
42,34.685,39.0995,24.2775,69.961,0.0,21.750855,3
43,34.1375,44.452,56.0264375,33.5735,0.0,16.2890778125,1
44,48.3143125,72.7095,60.4785,124.16199999999999,0.0,37.9831429375,0
45,33.914,49.1925,29.708999999999996,17.0,0.0,12.582057500000001,1
46,43.9623125,51.545,58.464999999999996,91.3095,0.0,29.220869937499998,0
47,39.498000000000005,43.3095,28.327999999999996,76.0635,0.0,23.992487500000003,3
48,45.96,76.5575,75.9784375,44.5965,0.0,23.3207908125,2
49,34.6215,45.486000000000004,48.6899375,94.15599999999999,0.0,27.8118263125,3
50,35.006,40.2125,31.3865,75.737,0.0,23.244633999999998,3
51,42.7105,58.114,69.821,36.707,0.0,19.5753325,2
52,37.878,57.3615,60.284000000000006,92.4425,0.0,29.320043499999997,0
53,42.904812500000006,55.0465,53.46849999999999,27.737000000000002,0.0,17.0300934375,2
54,30.613,43.1445,24.9435,73.745,0.0,22.392418,3
55,44.6245,63.721000000000004,60.176,119.4105,0.0,35.8359625,0
56,35.46,62.9375,51.483000000000004,28.46,0.0,16.9455625,2
57,34.4005,58.949,54.857000000000006,27.2555,0.0,16.3555695,2
58,32.2175,37.493,35.197500000000005,19.1545,0.0,11.951466,1
59,29.321000000000005,40.397000000000006,30.2865,22.8745,0.0,12.4191795,1
60,41.699,53.7385,47.822,90.988,0.0,28.721577500000002,0
61,43.935500000000005,47.971,61.85549999999999,30.857499999999998,0.0,17.411583999999998,2
62,45.2255,59.653999999999996,67.9549375,104.76700000000001,0.0,33.0038253125,0
63,47.1533125,57.431,59.4245,14.639,0.0,15.424535437500001,2
64,39.3575,58.908500000000004,50.295,16.463,0.0,14.690190000000001,2
65,31.952499999999997,39.1495,28.3245,74.464,0.0,22.4472885,3
66,45.854312500000006,69.9485,66.7485,116.4695,0.0,36.1970039375,0
67,27.356,35.9205,32.2725,78.454,0.0,22.53557,3
68,44.8455,62.2204375,56.1524375,121.7625,0.0,36.03858675,0
69,49.1605,59.3745,53.561,91.979,0.0,30.472391000000005,0
70,46.116499999999995,57.6605,49.179,18.834,0.0,15.772575,2
71,46.599000000000004,63.8249375,60.70393750000001,30.7,0.0,19.058342250000003,2
72,53.097,59.616,64.191,38.9885,0.0,21.144455999999998,2
73,36.4995,56.2885,48.412,94.112,0.0,28.971043,0
74,40.368,53.9864375,30.8865,89.59049999999999,0.0,27.729516437500003,3
75,36.556,44.632999999999996,30.2075,96.20599999999999,0.0,27.7050915,3
76,45.2163125,52.088,50.3665,112.07825,0.0,33.1175594375,0
77,51.6553125,62.12587499999999,56.13250000000001,108.50750000000001,0.0,34.267641312500004,0
78,30.3225,42.388999999999996,29.121499999999997,28.7455,0.0,13.798097000000002,1
79,51.8693125,65.1929375,67.6384375,105.0755,0.0,34.3089836875,0
80,38.5925,54.677499999999995,56.4525,110.2115,0.0,32.440880500000006,0
81,39.408,59.00750000000001,51.290499999999994,21.5065,0.0,15.708003000000001,2
82,31.9655,41.8355,29.747500000000002,29.669,0.0,14.1370025,1
83,25.213,40.9675,23.7595,77.506,0.0,22.258337,3
84,45.826499999999996,70.3175,60.3985,38.3985,0.0,21.014764500000002,2
85,31.276,45.3975,27.0315,65.9545,0.0,21.246484000000002,3
86,35.0445,47.5105,31.666000000000004,77.941,0.0,24.331533999999998,3
87,51.736000000000004,73.7064375,54.545500000000004,30.686,0.0,20.3103174375,2
88,25.4165,39.3065,29.297500000000003,23.033499999999997,0.0,11.8690205,1
89,46.878,57.762,57.098,42.439,0.0,20.678506000000002,2
90,32.513999999999996,42.708,34.422000000000004,89.077,0.0,25.847676,3
91,23.5305,45.1245,23.482499999999998,77.221,0.0,22.370407500000002,3
92,46.9065,58.557500000000005,50.332499999999996,81.164,0.0,27.9509905,0
93,33.836,39.905,50.0465,18.4925,0.0,12.7448725,1
94,36.234,51.161,34.682,33.303000000000004,0.0,16.328285,1
95,33.241,47.891,55.924,89.926,0.0,27.308146,3
96,35.8485,50.3685,46.8115,92.9875,0.0,28.097376500000003,3
97,41.245,60.95799999999999,49.6125,25.25,0.0,16.7528745,2
98,23.5625,47.015,27.311500000000002,22.749000000000002,0.0,12.217732999999999,1
99,36.242000000000004,38.676,28.858999999999998,85.0255,0.0,24.944955,3
100,30.7765,50.786500000000004,26.078000000000003,28.9355,0.0,14.527642,1
101,37.3605,41.8655,26.970499999999998,14.241999999999999,0.0,11.7009185,1
102,47.0813125,61.04600000000001,62.388999999999996,38.113,0.0,20.3487559375,2
103,43.5325,60.3925,64.560375,119.059,0.0,35.500111125000004,0
104,38.288,53.32000000000001,34.0495,75.41850000000001,0.0,24.820684500000002,3
105,32.2435,53.646,54.78150000000001,104.596,0.0,30.482281,0
106,55.812625000000004,59.065,51.404999999999994,99.55499999999999,0.0,32.588971875,0
107,48.2763125,64.985,66.88250000000001,103.89500000000001,0.0,33.624168437499996,0
108,34.1825,44.347500000000004,25.054,78.1545,0.0,23.760469,3
109,27.246500000000005,44.769,30.309000000000005,21.6635,0.0,12.3379955,1
110,39.299,48.19,30.4095,80.1885,0.0,25.2688195,3
111,24.371000000000002,40.3485,27.4995,32.699,0.0,13.634371999999999,1
112,41.6545,59.585,54.241,35.2575,0.0,18.7612075,2
113,39.946,69.614,57.7959375,26.642500000000002,0.0,17.9276538125,2
114,32.209500000000006,45.5395,33.6275,97.4875,0.0,27.6516705,3
115,42.501,42.5285,49.438,104.4915,0.0,30.465349500000002,0
116,37.116,41.978,26.423000000000002,13.064000000000002,0.0,11.437475000000001,1
117,32.443,40.29600000000001,27.0645,25.4205,0.0,13.145282499999999,1
118,39.098,56.383500000000005,56.25699999999999,91.898,0.0,29.127812499999997,0
119,31.736,55.34349999999999,26.1305,78.30449999999999,0.0,24.524243000000002,3
120,32.727,61.9575,44.2675,29.185000000000002,0.0,16.430705,2
121,38.340785851959915,54.074044309993546,44.35756273456931,58.36626798457921,0.0,21.980618465313952,3
